Date,S&P 500,PE Ratio,Shiller PE
"Jan 1, 1892",189.46,16.09,19.01
"Dec 1, 1891",181.32,15.91,18.2
"Nov 1, 1891",175.96,15.63,17.66
"Oct 1, 1891",176.53,16.07,17.72
"Sep 1, 1891",176.53,16.27,17.72
"Aug 1, 1891",161.16,15.25,16.16
"Jul 1, 1891",155.93,14.94,15.61
"Jun 1, 1891",156.72,15.4,15.66
"May 1, 1891",156.14,15.93,15.57
"Apr 1, 1891",154.84,16.2,15.4
"Mar 1, 1891",151.73,15.9,15.06
"Feb 1, 1891",156.33,16.43,15.47
"Jan 1, 1891",156.39,16.45,15.43
"Dec 1, 1890",146.76,15.86,14.44
"Nov 1, 1890",150.27,16.2,14.74
"Oct 1, 1890",158.26,17.42,15.48
"Sep 1, 1890",165.74,18.19,16.16
"Aug 1, 1890",170.65,18.45,16.6
"Jul 1, 1890",181.10,18.83,17.58
"Jun 1, 1890",182.41,18.92,17.68
"May 1, 1890",183.72,19,17.78
"Apr 1, 1890",178.51,18.17,17.26
"Mar 1, 1890",174.87,17.75,16.9
"Feb 1, 1890",176.19,17.83,17.03
"Jan 1, 1890",178.18,17.98,17.22
"Dec 1, 1889",171.90,17.73,16.61
"Nov 1, 1889",174.89,18.03,16.9
"Oct 1, 1889",176.52,18.41,17.05
"Sep 1, 1889",179.79,18.97,17.34
"Aug 1, 1889",177.85,18.73,17.14
"Jul 1, 1889",175.53,18.71,16.89
"Jun 1, 1889",179.18,19.32,17.22
"May 1, 1889",176.19,19.23,16.92
"Apr 1, 1889",167.38,18.95,16.05
"Mar 1, 1889",167.70,19.22,16.07
"Feb 1, 1889",169.09,19.87,16.19
"Jan 1, 1889",165.29,19.9,15.81
"Dec 1, 1888",156.46,19.77,14.94
"Nov 1, 1888",159.50,19.53,15.22
"Oct 1, 1888",164.84,19.34,15.72
"Sep 1, 1888",167.61,18.88,15.98
"Aug 1, 1888",163.56,17.9,15.6
"Jul 1, 1888",160.13,17.04,15.27
"Jun 1, 1888",158.04,16.16,15.08
"May 1, 1888",161.07,16.24,15.38
"Apr 1, 1888",157.14,15.61,15.02
"Mar 1, 1888",154.63,15.16,14.8
"Feb 1, 1888",160.72,15.38,15.41
"Jan 1, 1888",159.90,15.1,15.36
"Dec 1, 1887",160.42,14.64,15.45
"Nov 1, 1887",165.12,14.83,15.95
"Oct 1, 1887",164.03,14.65,15.88
"Sep 1, 1887",171.64,15.26,16.67
"Aug 1, 1887",171.92,15.57,16.74
"Jul 1, 1887",178.34,16.09,17.42
"Jun 1, 1887",180.75,16.61,17.71
"May 1, 1887",183.81,17.23,18.07
"Apr 1, 1887",180.69,17.06,17.82
"Mar 1, 1887",176.64,16.8,17.47
"Feb 1, 1887",172.59,16.54,17.12
"Jan 1, 1887",176.02,16.78,17.52
"Dec 1, 1886",182.24,17.09,18.2
"Nov 1, 1886",189.27,17.82,18.96
"Oct 1, 1886",184.70,17.66,18.55
"Sep 1, 1886",180.12,17.49,18.14
"Aug 1, 1886",175.54,17.32,17.72
"Jul 1, 1886",176.53,17.48,17.85
"Jun 1, 1886",175.96,17.5,17.82
"May 1, 1886",166.26,17.02,16.87
"Apr 1, 1886",165.44,17.66,16.81
"Mar 1, 1886",165.58,18.21,16.84
"Feb 1, 1886",167.18,18.93,17.01
"Jan 1, 1886",164.03,18.91,16.7
"Dec 1, 1885",160.22,19.26,16.31
"Nov 1, 1885",165.29,19.17,16.83
"Oct 1, 1885",156.97,17.78,15.98
"Sep 1, 1885",148.35,16.61,15.11
"Aug 1, 1885",148.57,16.63,15.13
"Jul 1, 1885",140.69,15.56,14.33
"Jun 1, 1885",137.19,14.83,13.97
"May 1, 1885",134.59,14.73,13.71
"Apr 1, 1885",133.02,14.73,13.54
"Mar 1, 1885",134.95,14.6,13.74
"Feb 1, 1885",131.59,14.41,13.39
"Jan 1, 1885",129.06,13.82,13.13
"Dec 1, 1884",132.11,14,13.43
"Nov 1, 1884",130.99,13.7,13.31
"Oct 1, 1884",130.73,13.66,13.28
"Sep 1, 1884",133.59,13.8,13.57
"Aug 1, 1884",136.53,13.94,13.86
"Jul 1, 1884",128.47,12.83,13.05
"Jun 1, 1884",127.02,12.56,12.9
"May 1, 1884",132.43,12.83,13.46
"Apr 1, 1884",141.07,13.68,14.35
"Mar 1, 1884",144.72,14.04,14.73
"Feb 1, 1884",145.27,13.82,14.8
"Jan 1, 1884",141.45,13.2,14.43
"Dec 1, 1883",145.82,13.35,14.89
"Nov 1, 1883",150.73,13.57,15.41
"Oct 1, 1883",146.91,13.28,15.05
"Sep 1, 1883",151.00,13.57,15.49
"Aug 1, 1883",147.92,13.34,15.2
"Jul 1, 1883",154.95,13.89,15.96
"Jun 1, 1883",154.24,14.02,15.91
"May 1, 1883",148.39,13.82,15.33
"Apr 1, 1883",149.44,13.98,15.47
"Mar 1, 1883",145.07,13.61,15.05
"Feb 1, 1883",141.88,13.36,14.75
"Jan 1, 1883",146.58,13.59,15.27
"Dec 1, 1882",147.34,13.58,15.38
"Nov 1, 1882",145.13,13.49,15.19
"Oct 1, 1882",150.28,14.06,15.76
"Sep 1, 1882",152.99,14.43,16.07
"Aug 1, 1882",147.50,14.26,15.53
"Jul 1, 1882",144.43,13.82,15.23
"Jun 1, 1882",135.57,13.06,14.33
"May 1, 1882",137.45,13.1,14.56
"Apr 1, 1882",140.48,13.24,14.92
"Mar 1, 1882",141.71,13.21,15.08
"Feb 1, 1882",141.96,13.21,15.15
"Jan 1, 1882",146.57,13.48,15.68
"Dec 1, 1881",148.80,13.66,15.96
"Nov 1, 1881",153.25,13.94,16.48
"Oct 1, 1881",150.78,13.72,16.25
"Sep 1, 1881",154.74,13.81,16.72
"Aug 1, 1881",159.45,13.58,17.28
"Jul 1, 1881",166.54,13.78,18.11
"Jun 1, 1881",174.39,14.15,19.04
"May 1, 1881",172.27,13.85,18.88
"Apr 1, 1881",163.13,13.14,17.95
"Mar 1, 1881",165.38,13.07,18.28
"Feb 1, 1881",163.52,12.81,18.15
"Jan 1, 1881",165.62,12.74,18.47
"Dec 1, 1880",154.77,11.92,17.33
"Nov 1, 1880",150.10,11.67,16.87
"Oct 1, 1880",144.14,11.3,16.26
"Sep 1, 1880",140.08,11.2,15.86
"Aug 1, 1880",141.72,11.45,16.1
"Jul 1, 1880",136.81,11.28,15.59
"Jun 1, 1880",130.80,11.01,14.95
"May 1, 1880",127.62,11.2,14.63
"Apr 1, 1880",134.59,12.43,15.46
"Mar 1, 1880",132.39,13.01,15.23
"Feb 1, 1880",131.19,13.06,15.12
"Jan 1, 1880",128.92,13.13,14.87
"Dec 1, 1879",127.84,12.95,14.77
"Nov 1, 1879",131.91,13.17,15.26
"Oct 1, 1879",131.94,12.71,15.29
"Sep 1, 1879",125.57,11.64,14.59
"Aug 1, 1879",125.40,11.41,14.61
"Jul 1, 1879",124.48,11.52,14.54
"Jun 1, 1879",123.37,11.48,14.45
"May 1, 1879",121.40,11.62,14.25
"Apr 1, 1879",116.16,11.31,13.66
"Mar 1, 1879",111.10,11.15,13.09
"Feb 1, 1879",111.72,11.53,13.18
"Jan 1, 1879",108.97,11.34,12.87
"Dec 1, 1878",106.30,11.13,12.58
"Nov 1, 1878",104.49,11.22,12.37
"Oct 1, 1878",103.55,11.29,12.28
"Sep 1, 1878",103.64,11.45,12.3
"Aug 1, 1878",101.58,11.25,12.06
"Jul 1, 1878",103.55,11.38,12.31
"Jun 1, 1878",102.68,11.18,12.21
"May 1, 1878",98.34,10.98,11.71
"Apr 1, 1878",94.83,10.98,11.29
"Mar 1, 1878",91.34,10.71,10.88
"Feb 1, 1878",87.79,10.54,10.45
"Jan 1, 1878",88.75,10.8,10.57
"Dec 1, 1877",86.13,10.83,10.25
"Nov 1, 1877",86.40,10.93,10.27
"Oct 1, 1877",86.00,11.16,10.22
"Sep 1, 1877",84.19,10.98,9.99
"Aug 1, 1877",78.44,10.4,9.29
"Jul 1, 1877",70.56,9.77,8.35
"Jun 1, 1877",68.19,9.41,8.05
"May 1, 1877",69.51,10.2,8.18
"Apr 1, 1877",70.77,10.25,8.31
"Mar 1, 1877",78.48,11.12,9.2
"Feb 1, 1877",78.97,11.79,9.23
"Jan 1, 1877",81.79,12.6,9.52
"Dec 1, 1876",83.93,12.79,9.74
"Nov 1, 1876",85.92,12.56,9.94
"Oct 1, 1876",88.35,12.51,10.2
"Sep 1, 1876",90.47,12.3,10.42
"Aug 1, 1876",97.30,12.81,11.18
"Jul 1, 1876",102.41,13.09,11.75
"Jun 1, 1876",103.66,12.97,11.88
"May 1, 1876",101.59,12.79,11.63
"Apr 1, 1876",101.75,13.02,11.63
"Mar 1, 1876",104.76,13.26,11.95
"Feb 1, 1876",105.00,13.04,11.96
"Jan 1, 1876",103.60,12.62,11.79
"Dec 1, 1875",100.68,12.14,11.45
"Nov 1, 1875",99.77,11.87,11.34
"Oct 1, 1875",97.37,11.41,11.06
"Sep 1, 1875",98.96,11.35,11.24
"Aug 1, 1875",98.97,11.21,11.24
"Jul 1, 1875",99.41,10.93,11.29
"Jun 1, 1875",99.18,10.68,11.28
"May 1, 1875",99.52,10.69,11.33
"Apr 1, 1875",100.95,10.9,11.51
"Mar 1, 1875",100.51,10.55,11.48
"Feb 1, 1875",99.19,10.22,11.35
"Jan 1, 1875",99.41,10.05,11.41
"Dec 1, 1874",99.41,9.87,11.45
"Nov 1, 1874",100.07,9.93,11.56
"Oct 1, 1874",98.34,9.85,11.4
"Sep 1, 1874",96.97,9.87,11.28
"Aug 1, 1874",95.48,9.72,11.14
"Jul 1, 1874",94.54,9.7,11.07
"Jun 1, 1874",95.26,9.7,11.19
"May 1, 1874",93.47,9.74,11.02
"Apr 1, 1874",95.19,10,11.26
"Mar 1, 1874",96.37,10.28,11.43
"Feb 1, 1874",97.80,10.43,11.63
"Jan 1, 1874",94.95,10.13,11.33
"Dec 1, 1873",91.46,9.61,10.96
"Nov 1, 1873",85.64,8.83,10.31
"Oct 1, 1873",86.07,9.21,10.4
"Sep 1, 1873",92.11,10.14,11.16
"Aug 1, 1873",99.73,11.04,12.12
"Jul 1, 1873",99.73,11.11,12.16
"Jun 1, 1873",99.93,11.19,12.22
"May 1, 1873",98.36,11.41,12.05
"Apr 1, 1873",96.01,11.45,11.78
"Mar 1, 1873",97.35,11.68,11.95
"Feb 1, 1873",98.11,11.84,12.05
"Jan 1, 1873",99.53,11.82,12.25
"Dec 1, 1872",98.75,11.79,12.17
"Nov 1, 1872",95.02,11.58,11.71
"Oct 1, 1872",98.25,11.69,12.13
"Sep 1, 1872",95.75,11.72,11.83
"Aug 1, 1872",98.17,12,12.13
"Jul 1, 1872",100.11,12.22,12.38
"Jun 1, 1872",99.23,12.36,12.27
"May 1, 1872",99.43,12.56,12.28
"Apr 1, 1872",99.43,12.63,12.25
"Mar 1, 1872",98.93,12.37,12.18
"Feb 1, 1872",97.23,12.05,11.96
"Jan 1, 1872",96.83,12.07,11.9
"Dec 1, 1871",94.44,11.85,11.59
"Nov 1, 1871",94.54,11.6,11.6
"Oct 1, 1871",93.52,11.48,11.47
"Sep 1, 1871",100.15,12.1,12.31
"Aug 1, 1871",101.54,11.98,12.55
"Jul 1, 1871",98.69,11.82,12.27
"Jun 1, 1871",100.56,12.05,12.59
"May 1, 1871",99.83,12.15,12.59
"Apr 1, 1871",95.12,11.85,12.05
"Mar 1, 1871",89.17,11.52,11.19
"Feb 1, 1871",88.33,11.25,10.92
"Jan 1, 1871",89.81,11.1,
